title_japanese,type,source,episodes,duration,rating,studio,num_related,hentai/romance,sports,youth,adventure/psychological,drama,fantasy/sci-fi,comedy,military,misc,Unknown,class
シティーハンタースペシャル 緊急生中継!?凶悪犯冴羽リョウの最期,Special,Unknown,1,60+,PG-13 - Teens 13 or older,Sunrise,1,False,False,True,False,False,False,False,False,False,False,OK
美男高校地球防衛部LOVE!,TV,Original,12,21-30,PG-13 - Teens 13 or older,other,2,False,False,True,False,False,True,True,False,False,False,Really good
TATAMP,Movie,Unknown,1,1-20,G - All Ages,other,0,False,False,False,False,False,False,False,False,True,False,Bad
공룡 100만년 똘이,Movie,Unknown,1,60+,None,other,0,False,False,True,True,False,False,False,False,False,False,Bad
ギブリーズ,Special,Original,2,1-20,PG - Children,other,0,False,False,False,False,False,False,True,False,False,False,Questionable
WWW.WORKING!!,TV,Web manga,13,21-30,PG-13 - Teens 13 or older,other,3,False,False,True,False,False,False,True,False,False,False,Really good
Balloon,ONA,Original,1,less than a minute,G - All Ages,other,0,False,False,False,True,False,False,False,False,False,False,Bad
ガールフレンド(♪),ONA,Game,3,1-20,G - All Ages,other,1,False,False,True,False,False,False,False,False,True,False,Questionable
闇夜の時代劇,Special,Unknown,2,1-20,G - All Ages,Sunrise,1,False,False,False,False,True,False,False,False,True,False,Bad
新みつばちマーヤの冒険,TV,Unknown,52,21-30,G - All Ages,Nippon Animation,1,False,False,False,True,False,False,True,False,False,False,Questionable
アール・オー・ディー ザ・ティーヴィー,TV,Light novel,26,21-30,PG-13 - Teens 13 or older,J.C.Staff,2,False,False,True,True,True,True,True,False,False,False,Really good
魔法のスター マジカルエミ フィナーレ! フィナーレ!,OVA,Original,1,1-20,G - All Ages,Studio Pierrot,1,False,False,True,False,False,True,True,False,False,False,Bad
お淋し谷の別れ唄,Movie,Original,1,1-20,G - All Ages,other,0,False,False,False,False,False,False,False,False,True,False,Bad
黒子のバスケ バカじゃ勝てないのよ!,OVA,Unknown,1,21-30,PG-13 - Teens 13 or older,Production I.G,2,False,True,True,False,False,False,True,False,False,False,Really good
ハッカドール THE・あにめーしょん,TV,Other,13,1-20,PG-13 - Teens 13 or older,other,2,False,False,False,False,False,True,True,False,False,False,OK
Dr.スランプアラレちゃんスペシャル,Special,Manga,2,21-30,PG-13 - Teens 13 or older,Toei Animation,1,False,False,True,False,False,True,True,False,False,False,Bad
らんま1/2 1994年ミュージックカレンダー,OVA,Unknown,1,1-20,PG-13 - Teens 13 or older,other,1,False,True,True,False,False,False,True,False,False,False,Questionable
闇のパープル・アイ,Music,Manga,1,31-59,PG-13 - Teens 13 or older,Toei Animation,1,False,False,True,True,True,True,False,False,True,False,Bad
アニメ交響詩 ジャングル大帝,OVA,Unknown,1,31-59,G - All Ages,Madhouse,0,False,False,True,True,False,False,False,False,False,False,Questionable
赤い光弾ジリオン 歌姫夜曲,Special,Unknown,1,31-59,PG-13 - Teens 13 or older,Production I.G,1,False,False,False,True,False,True,False,False,False,False,Bad
それいけ!アンパンマン キラキラ星の涙,Movie,Unknown,1,60+,PG - Children,other,1,False,False,True,True,False,False,True,False,False,False,Bad
こんな私たちがなりゆきでヒロインになった結果www,Movie,Unknown,1,1-20,PG - Children,other,2,False,False,False,False,False,True,True,False,False,False,Bad
ねずみくんのチョッキ,OVA,Unknown,4,1-20,G - All Ages,Toei Animation,1,False,False,True,False,False,False,False,False,False,False,Bad
Defend Love,Music,Unknown,1,1-20,G - All Ages,other,2,True,False,True,True,False,True,False,True,True,False,Questionable
アパッチ野球軍,TV,Manga,26,21-30,G - All Ages,Toei Animation,0,False,True,True,False,False,False,False,False,False,False,Bad
グッド・モーニング!!!ドロンジョ,TV,Original,243,1-20,G - All Ages,other,1,False,False,False,False,False,False,True,False,False,False,Bad
キスシス,TV,Manga,12,21-30,R+ - Mild Nudity,other,2,True,False,True,False,False,False,True,False,False,False,Really good
ことの次第,Music,Original,1,1-20,G - All Ages,other,0,False,False,False,True,False,False,False,False,True,False,Bad
がんばれ！マリンキッド,TV,Unknown,13,21-30,PG - Children,other,2,False,False,True,True,False,True,False,False,False,False,Bad
ドクタースランプ ほよよ！アラレの秘密大公開だよ！！,Special,Manga,1,21-30,PG-13 - Teens 13 or older,Toei Animation,2,False,False,True,False,False,True,True,False,False,False,Bad
Tick Tock,Music,Music,1,1-20,G - All Ages,other,0,False,False,False,False,False,False,False,False,True,False,Bad
クレヨンしんちゃん×パンパカパンツ　イオンシネママナームービーコラボ,ONA,Original,1,less than a minute,G - All Ages,other,2,False,False,False,False,False,False,True,False,False,False,Bad
テニスの王子様,TV,Manga,178,21-30,PG-13 - Teens 13 or older,other,5,False,True,True,False,False,False,True,False,False,False,Really good
笑顔,Music,Original,1,1-20,G - All Ages,other,0,False,False,True,False,False,False,False,False,True,False,OK
ラルディシア クロニクル,ONA,Game,1,less than a minute,G - All Ages,other,1,False,False,True,True,False,False,False,False,False,False,Bad
銃夢 GUNNM,OVA,Manga,2,21-30,R+ - Mild Nudity,Madhouse,2,False,False,True,False,True,True,False,True,False,False,Really good
VELVET UNDERWORLD ALTERNATIVE,Music,Original,1,1-20,PG-13 - Teens 13 or older,other,1,False,False,True,False,False,False,False,False,True,False,Bad
うっかりペネロペ,TV,Unknown,26,1-20,G - All Ages,Nippon Animation,2,False,False,True,False,False,False,True,False,False,False,Bad
紅い牙 ブルー・ソネット,OVA,Manga,5,21-30,R+ - Mild Nudity,other,1,False,False,True,False,True,True,False,False,False,False,Questionable
海のオーロラ,Movie,Unknown,1,60+,None,other,0,False,False,False,True,False,True,False,False,False,False,Bad
夏色サプライズ,Music,Unknown,1,1-20,PG-13 - Teens 13 or older,other,1,False,False,False,False,False,False,False,False,True,False,OK
ビートショット!!,OVA,Manga,1,21-30,Rx - Hentai,other,0,False,True,False,False,False,False,False,False,False,False,Bad
t7s Longing for summer Again And Again ～ハルカゼ～,Music,Game,1,1-20,PG-13 - Teens 13 or older,other,0,False,False,True,False,False,False,False,False,True,False,Questionable
劇場版『名探偵コナン から紅の恋歌』,Movie,Manga,1,60+,G - All Ages,TMS Entertainment,1,True,False,True,True,True,False,False,True,True,False,Really good
カッコカワイイ宣言！,TV,Original,5,1-20,PG-13 - Teens 13 or older,other,3,False,False,False,False,False,False,True,False,False,False,Bad
名もない花のように,Music,Original,1,1-20,G - All Ages,other,0,False,False,False,False,False,False,False,False,True,False,Bad
めちゃっこドタコン,TV,Unknown,28,21-30,G - All Ages,other,0,False,False,False,False,False,True,True,False,False,False,Bad
ハローキティの夢のお城の王子さま,OVA,Unknown,1,21-30,G - All Ages,other,0,False,False,True,False,False,True,False,False,False,False,Bad
絶対可憐チルドレン OVA 〜愛多憎生! 奪われた未来?〜,OVA,Unknown,1,21-30,PG-13 - Teens 13 or older,other,1,False,False,True,False,False,True,True,False,False,False,OK
ラジャ・マハラジャ,Music,Music,1,1-20,G - All Ages,other,0,False,False,True,False,False,False,False,False,True,False,Bad
らんま1/2 DoCoミュージックビデオ,OVA,Unknown,1,21-30,PG-13 - Teens 13 or older,other,1,False,True,True,False,False,False,True,False,True,False,OK
アンブレラ ファイター！,Special,Original,4,1-20,G - All Ages,other,0,False,False,True,False,False,False,False,False,False,False,Bad
赤い自転車,Music,Original,1,1-20,G - All Ages,other,0,False,False,True,False,False,False,False,False,True,False,Bad
战龙四驱,TV,Unknown,64,21-30,G - All Ages,other,0,False,False,True,False,False,True,False,False,False,False,Bad
螳螂捕蝉,Movie,Other,1,1-20,G - All Ages,other,0,False,False,False,False,False,False,False,False,True,False,Bad
ToHeart2 adplus,OVA,Unknown,2,21-30,PG-13 - Teens 13 or older,other,3,True,False,False,False,False,False,False,False,False,False,OK
ドナ ドナ,Music,Music,1,1-20,G - All Ages,other,0,False,False,True,False,False,False,False,False,True,False,Bad
ガンドレス,Movie,Unknown,1,60+,R+ - Mild Nudity,other,0,False,False,True,False,False,True,False,True,False,False,Questionable
おジャ魔女どれみドッカ〜ン！,TV,Unknown,51,21-30,G - All Ages,Toei Animation,1,False,False,True,False,False,True,True,False,False,False,OK
旦那が何を言っているかわからない件,TV,4-koma manga,13,1-20,PG-13 - Teens 13 or older,other,2,True,False,True,False,False,False,True,False,False,False,Really good
伊賀野カバ丸,TV,Manga,24,21-30,PG-13 - Teens 13 or older,other,1,True,False,True,True,False,False,True,False,False,False,Really good
機動戦士ガンダムUC（ユニコーン）RE:0096,TV,Novel,22,21-30,PG-13 - Teens 13 or older,Sunrise,4,False,False,True,False,True,True,False,True,False,False,Really good
はたらく魔王さま!,TV,Light novel,13,21-30,PG-13 - Teens 13 or older,other,1,True,False,False,False,False,True,True,False,False,False,Really good
新メイプルタウン物語 パームタウン編 こんにちは! 新しい町,Movie,Unknown,1,21-30,G - All Ages,Toei Animation,1,False,False,True,False,False,True,False,False,False,False,Bad
D.C.II S.S. ～ダ・カーポII セカンドシーズン～,TV,Visual novel,13,21-30,PG-13 - Teens 13 or older,other,3,True,False,False,False,True,True,True,False,False,False,Really good
鉄のラインバレル ピクチャードラマ,Special,Manga,9,1-20,None,other,1,False,False,False,False,False,False,False,True,False,False,Bad
LANDSCAPE,Movie,Original,1,1-20,G - All Ages,other,0,False,False,False,True,False,False,False,False,False,False,Bad
Only You ビバ! キャバクラ,TV,Unknown,15,1-20,None,other,0,False,False,False,False,False,False,True,False,False,False,Bad
爆裂天使 -Infinity-,OVA,Original,1,21-30,PG-13 - Teens 13 or older,other,2,False,False,True,False,False,True,True,True,False,False,OK
フェアリーテイル: 序章「はじまりの朝」,Special,Manga,1,1-20,PG-13 - Teens 13 or older,other,3,False,False,True,False,False,True,False,False,False,False,Really good
ドミニオン,OVA,Manga,4,31-59,PG-13 - Teens 13 or older,other,3,False,False,False,False,False,True,True,True,False,False,OK
Darker than BLACK -黒の契約者-,TV,Original,25,21-30,R - 17+ (violence & profanity),other,3,False,False,True,True,False,True,False,False,False,False,Really good
てーきゅう,TV,Manga,12,1-20,PG-13 - Teens 13 or older,other,4,False,True,True,False,False,False,True,False,False,False,OK
青い文学シリーズ,TV,Novel,12,21-30,R - 17+ (violence & profanity),Madhouse,2,False,False,True,True,True,False,False,False,True,False,Really good
ガラスの仮面ですが と Z,TV,Unknown,14,1-20,PG-13 - Teens 13 or older,other,2,False,False,False,False,False,False,True,False,False,False,Bad
魔法亞媽,Movie,Unknown,1,60+,PG-13 - Teens 13 or older,other,0,False,False,False,True,False,True,False,False,False,False,Bad
夏雪ランデブー,TV,Manga,11,21-30,PG-13 - Teens 13 or older,other,1,True,False,False,False,True,True,False,False,False,False,Really good
機動戦士ZガンダムⅢ-星の鼓動は愛-,Movie,Original,1,60+,PG-13 - Teens 13 or older,Sunrise,2,False,False,False,False,True,True,False,True,False,False,OK
月光のピアス―ユメミと銀のバラ騎士団,OVA,Light novel,1,60+,G - All Ages,Studio Pierrot,0,True,False,True,True,False,True,False,False,False,False,Bad
十三支演義～偃月三国伝～ 外伝 幽州幻夜,OVA,Unknown,1,21-30,PG-13 - Teens 13 or older,other,1,True,False,False,False,False,True,False,False,True,False,Questionable
舞-乙HiME,Special,Original,1,1-20,PG-13 - Teens 13 or older,Sunrise,1,False,False,True,False,False,False,False,False,False,False,Questionable
元祖　爆れつハンター,OVA,Manga,3,21-30,R+ - Mild Nudity,other,1,True,False,True,True,False,True,True,False,False,False,OK
おんたま!,ONA,Manga,5,1-20,G - All Ages,other,1,False,False,True,False,False,True,True,False,False,False,Questionable
ようこそ実力至上主義の教室へ,TV,Light novel,12,21-30,PG-13 - Teens 13 or older,other,2,False,False,True,True,True,False,False,False,False,False,Really good
オバQ; オバケのＱ太郎,TV,Unknown,96,21-30,G - All Ages,other,2,False,False,True,False,False,True,True,False,False,False,Bad
ミカンせいじん,TV,Unknown,26,less than a minute,G - All Ages,other,1,False,False,False,False,False,False,True,False,False,False,Bad
BOY&#039;s LOVE Nitro+CHiRAL,ONA,Game,5,1-20,G - All Ages,other,1,False,False,False,False,False,False,True,False,False,False,Bad
아치와 씨팍,Movie,Unknown,1,60+,R+ - Mild Nudity,other,0,False,False,True,False,False,False,True,False,False,False,OK
小夜游,ONA,Other,1,1-20,G - All Ages,other,1,False,False,True,False,False,True,True,False,False,False,Bad
balloon,Music,Music,1,1-20,R+ - Mild Nudity,other,0,False,False,False,False,False,False,False,False,True,False,Bad
斗罗大陆,ONA,Novel,26,1-20,PG-13 - Teens 13 or older,other,1,True,True,True,True,False,True,False,False,True,False,OK
劇場版「青の祓魔師」特別映像,Special,Unknown,1,1-20,PG-13 - Teens 13 or older,other,1,False,False,False,False,False,False,True,False,False,False,OK
これがＵＦＯだ！ 空飛ぶ円盤,Movie,Original,1,1-20,PG - Children,Toei Animation,0,False,False,False,False,False,True,False,False,False,False,Bad
のたり松太郎,OVA,Unknown,10,21-30,None,other,2,False,True,False,False,False,False,False,False,False,False,Bad
パタリロ！スターダスト計画,Movie,Unknown,1,31-59,PG-13 - Teens 13 or older,Toei Animation,1,True,False,True,True,False,False,True,False,False,False,Questionable
BUTA,Movie,Unknown,1,21-30,G - All Ages,other,1,False,False,False,True,False,True,True,False,True,False,OK
アリス 探偵局,TV,Original,56,1-20,G - All Ages,other,0,False,False,True,True,False,True,False,False,False,False,Bad
荒川アンダー ザブリッジ×ブリッジ,TV,Manga,13,21-30,PG-13 - Teens 13 or older,other,2,True,False,True,False,False,False,True,False,False,False,Really good
ヴァイスクロイツ・グリーエン,TV,Unknown,13,1-20,R - 17+ (violence & profanity),other,1,False,False,True,False,True,False,False,False,False,False,OK
キノの旅 何かをするために -life goes on.-,Movie,Light novel,1,21-30,R - 17+ (violence & profanity),other,2,False,False,False,True,True,True,False,False,False,False,Really good
ライディーン,TV,Unknown,26,21-30,PG-13 - Teens 13 or older,Production I.G,3,False,False,True,False,False,True,False,True,False,False,OK
ラヂオ天地,Special,Original,5,1-20,G - All Ages,other,1,False,False,True,False,False,False,True,False,False,False,Bad
